Czas [s],P1[kPa],P2[[kPa],T[C],F[m^3/h],CV[%],X[%],PV[%]
1054,634.188,344.8107,96.64225,364.7131,33.94383,33.06471,49.98779
1055,630.2808,348.4737,96.64225,368.9866,33.99267,33.40659,49.59707
1056,634.6764,350.1832,96.61783,369.8413,33.28449,33.04029,49.42613
1057,627.1062,347.2527,96.61783,370.2076,33.04029,33.38217,49.32845
1058,626.1294,350.1832,96.64225,371.0623,33.50427,32.89377,49.57265
1059,624.1758,352.6252,96.64225,373.0159,33.69963,32.42979,49.98779
1060,631.5018,347.0085,96.61783,373.9927,34.18803,33.30891,50.30525
1061,636.3858,338.4615,96.61783,371.7949,34.65202,33.57753,50.35409
1062,642.0024,328.6935,96.64225,367.8877,34.01709,33.87057,49.54823
1063,642.0024,334.0659,96.61783,365.9341,33.13797,34.01709,49.15751
1064,634.188,345.2991,96.64225,366.0562,32.89377,33.45543,49.23077
1065,625.8852,356.2882,96.64225,369.8413,33.45543,32.82051,49.81685
1066,622.2222,351.16,96.64225,373.6264,34.04151,32.52747,50.25641
1067,631.746,349.939,96.61783,374.1148,34.65202,32.94261,50.37851
1068,640.293,336.0195,96.61783,370.9402,34.94506,33.72405,50.57387
1069,648.84,336.7521,96.61783,365.5678,34.9939,34.35897,50.42735
1070,643.2234,338.9499,96.64225,363.2479,34.84738,34.21245,50.52503
1071,642.735,338.7057,96.64225,362.2711,34.96948,33.94383,50.37851
1072,641.7582,337.2405,96.64225,362.5153,34.70086,34.04151,50.20757
1073,639.3162,343.8339,96.66667,363.0037,34.28571,34.01709,49.93895
1074,632.7228,339.9267,96.66667,364.4689,34.38339,33.74847,50.06105
1075,637.851,342.6129,96.64225,365.9341,34.23687,33.62637,49.93895
1076,636.1416,344.5665,96.61783,366.9109,34.23687,33.62637,50.08547
1077,634.6764,342.3687,96.64225,367.1551,34.7497,33.26007,50.74481
1078,640.293,333.8217,96.64225,366.6667,35.57998,33.87057,50.79365
1079,651.7705,329.4261,96.64225,361.6606,35.26252,34.8718,50.30525
1080,648.84,322.1001,96.64225,358.3639,34.38339,34.67644,49.64591
1081,641.514,332.3565,96.59341,358.3639,33.89499,34.57876,49.57265
1082,634.9206,338.4615,96.64225,362.2711,33.79731,33.69963,49.59707
1083,631.746,334.7985,96.64225,367.1551,33.84615,32.72283,49.45055
1084,627.3504,342.6129,96.64225,368.9866,33.30891,33.13797,49.15751
1085,626.862,344.3223,96.61783,370.4518,33.08913,32.94261,49.30403
1086,620.0244,343.5897,96.64225,374.2369,33.74847,32.64957,50.15873
1087,629.304,340.4151,96.64225,376.801,34.89622,32.82051,50.47619
1088,640.5372,336.9963,96.64225,370.2076,34.9939,33.11355,50.64713
1089,648.1074,331.6239,96.66667,365.4457,35.6044,34.40781,50.96459
1090,651.7705,326.7399,96.64225,360.0733,36.0928,34.35897,51.03785
1091,655.4335,319.9023,96.64225,356.1661,35.99512,35.26252,50.79365
1092,655.1893,323.3211,96.64225,352.9915,35.55556,35.40904,50.50061
1093,654.4567,332.8449,96.64225,352.1368,34.9939,35.2381,50.25641
1094,643.956,332.8449,96.66667,353.9683,34.65202,34.48107,49.98779
1095,636.3858,341.1477,96.64225,359.2186,34.26129,34.11477,49.98779
1096,633.2112,340.4151,96.64225,364.8352,34.5055,33.47985,49.93895
1097,641.2698,337.7289,96.66667,366.3004,34.28571,33.62637,50.08547
1098,636.1416,337.9731,96.66667,366.4225,34.84738,33.72405,50.32967
1099,646.398,329.9145,96.61783,365.3236,35.16484,34.35897,50.42735
1100,648.3516,336.9963,96.64225,361.9048,35.18926,34.82296,50.35409
1101,649.3284,331.3797,96.66667,359.9512,35.14042,34.65202,50.30525
1102,647.1306,340.6593,96.64225,359.5849,34.9939,34.94506,50.28083
1103,642.4908,335.0427,96.61783,360.1954,34.65202,34.26129,49.93895
1104,638.8278,338.9499,96.66667,362.8816,34.23687,33.89499,49.76801
1105,640.0488,343.8339,96.64225,364.9573,34.23687,33.45543,49.67033
1106,636.8742,343.8339,96.66667,365.812,34.33455,33.43101,50.01221
1107,636.8742,348.9621,96.64225,366.4225,34.7497,33.35775,49.98779
1108,642.2466,339.1941,96.64225,365.2015,34.55434,33.91941,49.69475
1109,643.7118,338.9499,96.64225,364.3468,34.11477,34.01709,49.47497
1110,639.072,342.6129,96.64225,363.6142,34.09035,33.79731,49.93895
1111,631.5018,343.3455,96.64225,365.9341,34.5055,33.33333,50.03663
1112,640.7814,339.6825,96.64225,367.5214,34.70086,33.45543,49.81685
1113,642.0024,336.9963,96.66667,365.5678,34.40781,33.99267,49.74359
1114,642.9792,345.7875,96.66667,364.3468,34.21245,33.87057,49.71917
1115,632.2344,347.9853,96.64225,364.1026,34.40781,34.04151,50.35409
1116,637.1184,341.8803,96.66667,367.033,35.28694,33.28449,50.35409
1117,648.84,337.2405,96.66667,365.4457,35.55556,34.31013,50.13431
1118,650.3053,335.2869,96.66667,360.928,34.52992,34.57876,49.62149
1119,650.3053,329.1819,96.66667,357.7534,34.31013,34.92064,49.76801
1120,639.3162,333.8217,96.69109,358.3639,34.60318,34.16361,50.06105
1121,639.8046,346.2759,96.66667,363.1258,34.9939,34.04151,50.15873
1122,646.6422,330.1587,96.66667,363.7363,34.94506,34.04151,50.20757
1123,647.3748,333.8217,96.69109,362.0269,34.84738,34.23687,49.96337
1124,642.9792,341.1477,96.66667,361.5385,34.60318,33.94383,50.08547
1125,640.5372,342.3687,96.66667,362.0269,34.70086,33.87057,50.08547
1126,639.8046,340.9035,96.66667,362.7595,35.21368,33.77289,50.52503
1127,652.2589,334.3101,96.66667,361.4164,35.79976,34.55434,50.81807
1128,657.3871,334.7985,96.64225,357.7534,36.14164,35.116,50.76923
1129,660.0733,328.9377,96.66667,353.4799,35.79976,36.11722,50.25641
1130,656.6545,329.4261,96.64225,351.8926,35.04274,35.6044,50.08547
1131,649.8169,334.0659,96.64225,352.381,35.04274,34.96948,50.59829
1132,643.4676,335.5311,96.66667,355.1893,35.8486,34.31013,50.76923
1133,646.6422,333.0891,96.69109,357.1429,36.14164,34.5055,50.67155
1134,655.9219,330.6471,96.66667,355.0672,35.70208,35.116,50.15873
1135,656.6545,330.6471,96.66667,352.9915,34.7497,35.28694,49.76801
1136,646.1538,335.2869,96.66667,352.7473,34.21245,34.89622,49.45055
1137,640.7814,345.5433,96.66667,355.5556,33.99267,34.16361,49.27961
1138,630.2808,340.9035,96.69109,362.0269,34.01709,33.74847,49.23077
1139,634.4322,345.5433,96.66667,367.2772,34.01709,32.60073,49.30403
1140,631.9902,350.6716,96.66667,368.3761,33.74847,33.08913,49.35287
1141,631.746,347.0085,96.66667,369.1087,33.94383,33.30891,49.62149
1142,635.8974,346.7643,96.69109,369.9634,34.45665,33.06471,49.76801
1143,640.293,340.1709,96.69109,368.3761,34.31013,33.72405,49.49939
1144,639.8046,342.1245,96.66667,366.6667,34.04151,33.52869,49.27961
1145,634.4322,342.1245,96.66667,366.6667,33.94383,32.96703,49.27961
1146,630.525,351.16,96.66667,367.7656,33.94383,33.18681,49.57265
1147,634.188,349.6948,96.66667,369.2308,34.45665,32.94261,50.01221
1148,642.0024,342.1245,96.66667,368.8645,34.79854,33.69963,49.59707
1149,645.6654,336.9963,96.64225,365.3236,34.16361,33.96825,49.15751
1150,642.0024,344.8107,96.66667,363.9805,33.40659,33.87057,48.93773
1151,630.2808,344.0781,96.69109,365.0794,33.50427,33.43101,49.40171
1152,628.083,354.3346,96.66667,368.254,34.04151,32.94261,49.81685
1153,633.6996,344.8107,96.66667,369.475,34.84738,32.94261,49.98779
1154,643.2234,341.3919,96.66667,367.6435,34.79854,33.91941,49.76801
1155,645.6654,333.5775,96.64225,363.9805,34.7497,34.31013,49.64591
1156,644.9328,327.2283,96.66667,363.1258,34.28571,34.21245,49.74359
1157,637.1184,341.6361,96.66667,363.2479,34.55434,33.26007,49.71917
1158,643.7118,333.8217,96.66667,365.0794,34.55434,33.43101,49.86569
1159,642.735,336.0195,96.64225,364.8352,34.84738,33.99267,49.96337
1160,648.3516,338.7057,96.66667,364.1026,34.7497,34.21245,49.91453
1161,644.4444,340.4151,96.66667,362.8816,34.70086,34.35897,49.67033
1162,636.8742,338.2173,96.64225,362.7595,34.33455,33.84615,49.45055
1163,635.8974,350.9158,96.64225,364.2247,34.09035,33.94383,49.59707
1164,638.8278,344.8107,96.69109,366.1783,34.21245,33.28449,49.76801
1165,637.3626,344.0781,96.66667,367.6435,34.70086,33.08913,49.76801
1166,642.0024,327.4725,96.69109,366.7888,34.84738,34.01709,49.67033
1167,645.4212,341.1477,96.69109,364.3468,34.60318,33.87057,49.37729
1168,645.177,340.6593,96.66667,363.37,34.04151,34.04151,48.88889
1169,636.3858,343.1013,96.69109,363.4921,33.30891,33.62637,48.79121
1170,631.2576,345.2991,96.66667,367.2772,33.35775,32.79609,49.20635
1171,622.7106,353.1136,96.64225,370.696,33.94383,32.67399,49.40171
1172,636.63,351.16,96.69109,372.0391,33.94383,33.01587,49.54823
1173,637.6068,349.2063,96.64225,370.4518,34.13919,33.33333,49.52381
1174,635.8974,347.0085,96.66667,369.9634,34.18803,33.11355,49.30403
1175,633.9438,343.8339,96.66667,369.475,33.74847,33.52869,48.71795
1176,633.4554,344.0781,96.69109,368.3761,32.94261,33.35775,48.57143
1177,626.6178,355.5556,96.66667,369.8413,32.99145,32.94261,48.79121
1178,623.6874,350.9158,96.66667,374.6032,33.65079,32.42979,49.27961
1179,630.2808,351.8926,96.64225,375.58,34.01709,32.30769,49.47497
1180,639.5604,339.4383,96.66667,373.138,34.40781,33.33333,49.64591
1181,643.4676,346.2759,96.66667,368.3761,34.70086,33.77289,49.98779
1182,643.956,338.7057,96.69109,365.812,34.84738,34.04151,49.54823
1183,645.9096,340.4151,96.66667,363.6142,34.28571,33.91941,49.10867
1184,640.0488,340.9035,96.66667,362.5153,33.77289,34.01709,49.35287
1185,635.8974,349.939,96.69109,363.9805,33.94383,33.47985,49.81685
1186,631.746,349.2063,96.69109,367.3993,34.84738,33.21123,50.08547
1187,639.5604,336.5079,96.66667,368.3761,35.116,33.47985,49.98779
1188,646.398,339.9267,96.69109,364.3468,35.09158,33.84615,50.18315
1189,645.6654,336.5079,96.69109,359.2186,35.28694,34.6276,50.30525
1190,650.3053,338.4615,96.66667,359.0965,35.38462,34.67644,50.23199
1191,647.1306,332.3565,96.69109,358.3639,35.28694,34.48107,49.89011
1192,649.0842,334.5543,96.66667,358.2418,34.84738,34.70086,49.98779
1193,645.6654,337.4847,96.66667,358.3639,35.18926,34.26129,50.06105
1194,644.2002,337.9731,96.66667,359.4628,35.26252,33.96825,49.98779
1195,649.3284,339.9267,96.66667,359.707,35.14042,34.28571,49.98779
1196,647.8632,332.3565,96.66667,359.4628,35.14042,34.33455,50.32967
1197,647.1306,333.5775,96.66667,359.4628,35.55556,34.18803,50.91575
1198,655.4335,328.6935,96.66667,357.9976,36.28816,35.06716,50.94017
1199,662.0269,329.9145,96.66667,352.381,36.38584,35.53114,50.81807
1200,659.3407,328.9377,96.69109,349.3284,36.14164,35.50672,50.25641
1201,660.0733,332.8449,96.69109,349.2063,35.40904,35.31136,49.93895
1202,650.7937,333.0891,96.66667,349.8169,34.94506,35.04274,49.84127
1203,646.8864,342.6129,96.69109,355.4335,34.94506,34.26129,49.93895
1204,642.735,337.7289,96.69109,359.2186,35.14042,34.33455,49.91453
1205,643.7118,337.4847,96.69109,361.0501,34.9939,34.28571,49.79243
1206,644.6886,336.5079,96.64225,359.5849,34.89622,34.52992,50.20757
1207,649.3284,342.6129,96.69109,359.8291,35.3602,34.60318,50.08547
1208,652.0147,335.2869,96.64225,359.707,35.31136,34.70086,50.10989
1209,649.5727,333.0891,96.66667,358.7302,35.38462,34.67644,49.84127
1210,646.398,330.8913,96.66667,358.6081,34.94506,34.65202,49.57265
1211,644.9328,338.2173,96.69109,358.3639,34.65202,34.11477,49.47497
1212,636.1416,342.1245,96.69109,360.8059,34.31013,33.72405,49.74359
1213,639.8046,344.5665,96.66667,364.1026,34.94506,33.35775,50.23199
1214,648.1074,340.4151,96.69109,364.8352,35.79976,33.67521,50.62271
1215,655.6777,327.7167,96.69109,359.707,36.19048,35.06716,51.01343
1216,665.6899,325.5189,96.66667,353.4799,36.60562,35.82418,50.59829
1217,663.7363,323.5653,96.69109,349.4505,35.8486,36.0928,49.91453
1218,661.5385,329.4261,96.69109,347.1306,35.18926,35.65324,49.67033
1219,653.7241,334.5543,96.69109,348.9621,34.70086,35.3602,49.59707
1220,647.619,333.0891,96.69109,353.4799,34.79854,34.18803,49.52381
1221,643.2234,346.5201,96.69109,359.5849,34.55434,33.82173,49.23077
1222,641.514,348.4737,96.66667,361.9048,33.99267,34.11477,49.08425
1223,631.2576,350.4274,96.66667,365.9341,33.94383,33.33333,49.62149
1224,631.2576,349.939,96.66667,368.8645,34.89622,33.28449,50.42735
1225,645.9096,341.1477,96.69109,368.4982,35.82418,34.09035,50.06105
1226,654.9451,339.4383,96.69109,362.5153,35.4823,34.65202,49.64591
1227,653.2357,330.4029,96.71551,357.6313,34.55434,34.67644,49.13309
1228,644.9328,339.1941,96.69109,356.5324,34.09035,34.72528,49.03541
1229,642.0024,341.6361,96.69109,358.3639,33.89499,33.89499,49.01099
1230,635.8974,348.2295,96.71551,363.37,34.04151,33.21123,49.20635
1231,631.9902,338.4615,96.69109,367.1551,34.09035,33.55311,49.13309
1232,635.6532,343.3455,96.71551,368.4982,34.09035,33.38217,49.13309
1233,638.0952,342.1245,96.71551,368.7424,33.94383,33.26007,49.03541
1234,635.8974,344.5665,96.66667,368.4982,33.84615,33.50427,48.91331
1235,634.188,344.0781,96.66667,368.4982,33.84615,32.99145,49.25519
1236,631.2576,343.5897,96.71551,369.1087,34.35897,33.28449,49.27961
1237,640.293,335.7753,96.69109,369.2308,34.45665,33.06471,49.47497
1238,636.8742,344.8107,96.66667,367.033,34.45665,33.62637,49.64591
1239,638.5836,342.3687,96.66667,366.0562,34.84738,33.62637,49.67033
1240,643.956,334.5543,96.66667,365.3236,34.7497,34.26129,49.57265
1241,646.8864,346.0317,96.66667,364.1026,34.65202,34.23687,49.54823
1242,645.9096,337.4847,96.71551,362.3932,34.70086,34.13919,49.57265
1243,641.0256,336.5079,96.69109,361.9048,34.72528,33.74847,49.81685
1244,644.2002,341.8803,96.71551,362.3932,35.16484,33.94383,50.01221
1245,648.1074,336.9963,96.66667,362.0269,35.16484,34.70086,49.45055
1246,650.5495,342.1245,96.71551,360.6838,34.5055,34.38339,49.08425
1247,640.293,336.9963,96.69109,359.9512,33.99267,34.21245,49.20635
1248,637.6068,351.4042,96.69109,362.7595,34.40781,34.06593,49.84127
1249,636.8742,346.0317,96.71551,365.2015,35.09158,33.50427,50.37851
1250,648.5958,340.1709,96.69109,366.1783,35.92186,34.26129,50.47619
1251,656.6545,331.3797,96.69109,360.4396,36.0928,34.9939,50.35409
1252,657.1429,330.8913,96.66667,355.4335,35.94628,35.55556,50.10989
1253,660.8059,330.6471,96.69109,352.1368,35.6044,35.57998,49.79243
1254,651.7705,333.3333,96.71551,351.8926,35.09158,35.18926,49.49939
1255,644.9328,344.8107,96.69109,355.0672,34.65202,34.55434,49.35287
1256,640.7814,336.5079,96.66667,359.2186,34.60318,33.94383,50.13431
1257,644.9328,345.7875,96.66667,361.7827,35.70208,33.52869,50.32967
1258,652.9915,335.7753,96.69109,361.7827,35.89744,34.31013,49.93895
1259,659.0965,332.1123,96.71551,356.5324,35.16484,35.09158,49.76801
1260,652.2589,331.6239,96.71551,353.9683,35.14042,34.67644,49.84127
1261,646.8864,337.9731,96.71551,354.9451,35.26252,34.65202,49.64591
1262,646.398,340.9035,96.71551,357.9976,34.94506,34.21245,49.32845
1263,641.514,344.8107,96.69109,359.8291,34.40781,33.65079,49.32845
1264,638.8278,346.2759,96.69109,363.37,34.48107,33.89499,49.57265
1265,642.0024,340.4151,96.71551,364.8352,34.94506,33.72405,49.89011
1266,650.7937,334.5543,96.71551,363.1258,35.55556,34.13919,49.86569
1267,653.4799,334.5543,96.73993,359.0965,35.28694,34.6276,49.69475
1268,651.2821,335.2869,96.71551,357.6313,34.9939,35.14042,49.42613
1269,644.4444,345.0549,96.71551,357.3871,34.55434,34.16361,49.08425
1270,639.5604,347.9853,96.71551,361.9048,34.06593,33.38217,48.91331
1271,629.304,351.16,96.73993,366.5446,33.84615,32.69841,48.76679
1272,631.746,357.5092,96.69109,369.2308,33.67521,33.04029,49.13309
1273,634.188,345.5433,96.71551,371.6728,34.23687,32.62515,49.49939
1274,642.0024,339.9267,96.69109,369.475,34.72528,33.99267,50.03663
1275,651.2821,337.2405,96.69109,365.812,35.6044,33.96825,50.08547
1276,654.4567,328.4493,96.69109,361.1722,35.75092,35.14042,50.01221
1277,655.9219,336.0195,96.71551,357.5092,35.6044,34.96948,49.79243
1278,655.4335,334.7985,96.71551,355.9219,35.2381,34.70086,49.76801
1279,648.5958,337.7289,96.71551,355.9219,35.18926,34.84738,49.86569
1280,646.398,338.7057,96.71551,357.5092,35.33578,34.57876,49.84127
1281,649.8169,336.7521,96.71551,358.1197,35.2381,34.84738,49.74359
1282,654.2125,338.7057,96.71551,358.3639,35.26252,34.9939,49.57265
1283,647.3748,336.9963,96.71551,358.1197,34.7497,34.92064,49.93895
1284,648.84,336.7521,96.71551,357.9976,35.50672,34.60318,50.01221
1285,654.4567,337.7289,96.66667,358.6081,35.50672,34.31013,49.93895
1286,651.2821,338.9499,96.69109,357.6313,35.43346,34.6276,49.71917
1287,648.84,332.3565,96.66667,356.2882,35.16484,34.84738,49.81685
1288,647.8632,340.6593,96.71551,356.7766,35.28694,33.69963,50.03663
1289,650.3053,334.7985,96.69109,358.2418,35.65324,34.16361,50.20757
1290,655.6777,335.5311,96.69109,357.265,35.89744,34.79854,50.13431
1291,657.8755,331.6239,96.69109,354.823,35.77534,35.09158,49.67033
1292,656.4103,332.8449,96.71551,353.602,34.9939,35.09158,49.59707
1293,650.7937,337.2405,96.71551,353.7241,35.04274,35.18926,49.25519
1294,640.5372,349.4505,96.71551,358.6081,34.55434,34.16361,49.35287
1295,640.5372,346.7643,96.71551,361.6606,34.70086,33.87057,49.49939
1296,643.956,337.7289,96.71551,363.1258,34.94506,33.62637,49.57265
1297,648.5958,344.5665,96.71551,362.149,34.94506,34.43223,49.32845
1298,647.8632,335.0427,96.73993,361.0501,34.65202,34.40781,49.01099
1299,644.6886,348.7179,96.71551,361.5385,33.99267,33.82173,48.84005
1300,635.1648,350.6716,96.71551,364.7131,33.79731,33.06471,48.81563
1301,631.2576,348.9621,96.71551,367.8877,33.84615,33.33333,49.20635
1302,632.7228,348.9621,96.71551,369.1087,34.35897,33.38217,49.27961
1303,643.7118,337.4847,96.71551,368.3761,34.45665,33.50427,49.42613
1304,643.4676,341.6361,96.71551,366.9109,34.7497,33.69963,49.20635
1305,642.9792,339.9267,96.71551,364.4689,34.45665,33.94383,49.42613
1306,644.4444,345.5433,96.71551,363.0037,34.82296,33.62637,49.37729
1307,642.2466,341.1477,96.71551,363.1258,34.70086,33.74847,49.49939
1308,643.4676,341.8803,96.71551,363.4921,34.84738,33.79731,49.93895
1309,650.5495,340.9035,96.69109,363.37,35.50672,33.99267,49.89011
1310,652.0147,345.2991,96.71551,358.7302,35.40904,34.5055,49.93895
1311,652.0147,331.1355,96.71551,357.5092,35.55556,34.89622,49.74359
1312,652.7473,338.7057,96.71551,357.3871,35.3602,34.7497,49.47497
1313,648.84,343.8339,96.71551,357.3871,34.84738,34.57876,48.93773
1314,640.0488,341.3919,96.71551,359.2186,34.04151,34.01709,48.76679
1315,635.1648,338.4615,96.71551,363.2479,33.84615,33.52869,48.93773
1316,633.4554,347.2527,96.73993,368.0098,33.99267,33.04029,49.15751
1317,639.5604,340.6593,96.71551,369.1087,34.28571,33.11355,49.47497
1318,643.956,333.0891,96.69109,368.1319,34.84738,33.50427,49.45055
1319,643.7118,335.0427,96.69109,363.9805,34.7497,33.94383,49.54823
1320,649.5727,340.1709,96.71551,362.5153,34.94506,34.28571,49.49939
1321,646.1538,336.0195,96.66667,361.6606,34.94506,34.16361,49.57265
1322,647.619,335.7753,96.69109,361.2943,34.9939,34.38339,49.23077
1323,647.619,335.2869,96.69109,361.1722,34.45665,34.26129,49.30403
1324,643.4676,341.8803,96.71551,360.8059,34.60318,33.94383,49.54823
1325,643.7118,342.3687,96.69109,362.0269,34.94506,33.89499,49.89011
1326,649.0842,331.8681,96.71551,362.8816,35.43346,33.89499,50.13431
1327,659.8291,331.3797,96.71551,358.8523,35.89744,35.04274,49.89011
1328,656.8987,325.7631,96.69109,353.2357,35.55556,35.18926,49.59707
1329,658.6081,325.5189,96.66667,350.7937,35.04274,35.16484,49.45055
1330,653.7241,333.8217,96.69109,351.2821,34.79854,34.55434,49.49939
1331,650.0611,342.1245,96.71551,356.044,34.89622,33.74847,49.67033
1332,648.1074,343.5897,96.71551,358.3639,35.14042,34.04151,49.45055
1333,648.1074,334.7985,96.69109,358.9744,34.84738,34.01709,48.76679
1334,646.1538,340.4151,96.71551,359.2186,33.84615,34.13919,48.64469
1335,643.2234,346.2759,96.73993,361.5385,33.57753,33.94383,49.10867
1336,634.188,348.9621,96.71551,364.9573,34.35897,33.21123,49.45055
